# Constructed from biom file
#OTU ID	N100	N103	N105	N107	N108	N109	N10	N110	N111	N112	N113	N114	N115	N116	N117	N118	N119	N11	N120	N13	N16	N17	N18	N19	N1	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N2	N30	N31	N33	N34	N35	N36	N37	N38	N39	N3	N41	N42	N43	N45	N46	N47	N48	N49	N4	N50	N51	N52	N53	N54	N55	N56	N5	N61	N63	N64	N65	N66	N67	N68	N69	N6	N70	N71	N72	N73	N74	N75	N76	N77	N78	N79	N80	N81	N82	N83	N84	N85	N86	N87	N88	N89	N8	N91	N92	N93	N94	N95	N96	N97	N98	N99	N9	UC100	UC102	UC103	UC104	UC105	UC107	UC108	UC109	UC10	UC110	UC111	UC112	UC114	UC115	UC116	UC117	UC118	UC119	UC11	UC120	UC12	UC13	UC14	UC15	UC16	UC17	UC18	UC19	UC1	UC20	UC21	UC22	UC23	UC24	UC25	UC26	UC29	UC2	UC30	UC31	UC32	UC33	UC34	UC35	UC36	UC37	UC38	UC39	UC3	UC40	UC41	UC42	UC43	UC44	UC45	UC46	UC47	UC48	UC49	UC4	UC50	UC51	UC52	UC53	UC55	UC56	UC58	UC5	UC60	UC61	UC62	UC63	UC64	UC68	UC69	UC6	UC70	UC72	UC73	UC75	UC76	UC77	UC78	UC79	UC7	UC80	UC81	UC82	UC83	UC84	UC85	UC86	UC87	UC88	UC89	UC90	UC91	UC92	UC93	UC94	UC95	UC96	UC97	UC98	UC99	UC9	UIC100	UIC101	UIC102	UIC103	UIC104	UIC105	UIC106	UIC107	UIC108	UIC10	UIC110	UIC111	UIC112	UIC114	UIC115	UIC116	UIC117	UIC118	UIC11	UIC120	UIC12	UIC13	UIC15	UIC16	UIC17	UIC18	UIC19	UIC1	UIC20	UIC21	UIC22	UIC24	UIC26	UIC28	UIC29	UIC2	UIC30	UIC31	UIC32	UIC33	UIC34	UIC35	UIC36	UIC37	UIC38	UIC39	UIC3	UIC41	UIC43	UIC45	UIC46	UIC47	UIC48	UIC49	UIC4	UIC50	UIC51	UIC53	UIC54	UIC55	UIC56	UIC57	UIC58	UIC59	UIC5	UIC60	UIC61	UIC63	UIC64	UIC65	UIC66	UIC67	UIC68	UIC69	UIC6	UIC70	UIC71	UIC72	UIC75	UIC76	UIC77	UIC7	UIC80	UIC81	UIC82	UIC83	UIC85	UIC86	UIC87	UIC88	UIC89	UIC90	UIC91	UIC93	UIC94	UIC96	UIC97	UIC98	UIC9
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	28.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	5.0	0.0	0.0	0.0	3.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales]	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	4.0	0.0	43.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	127.0	65.0	0.0	0.0	0.0	0.0	93.0	15.0	0.0	91.0	0.0	239.0	0.0	70.0	97.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	83.0	0.0	16.0	0.0	0.0	110.0	0.0	31.0	178.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	2.0	0.0	0.0	306.0	0.0	16.0	0.0	0.0	0.0	0.0	209.0	175.0	0.0	16.0	0.0	0.0	83.0	0.0	51.0	25.0	7.0	0.0	53.0	188.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	263.0	23.0	10.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	8.0	23.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	23.0	47.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	41.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	39.0	17.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	23.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	31.0	0.0	0.0	5.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	33.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	26.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BHI80-139;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1;c__PRR-11;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	40.0	43.0	0.0	0.0	0.0	73.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	90.0	0.0	44.0	0.0	0.0	0.0	0.0	60.0	87.0	50.0	0.0	0.0	0.0	0.0	0.0	18.0	3.0	0.0	0.0	21.0	62.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	18.0	8.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	6802.0	17.0	46.0	0.0	71.0	440.0	0.0	816.0	105.0	150.0	8.0	7.0	0.0	144.0	106.0	251.0	442.0	1939.0	235.0	23.0	191.0	0.0	0.0	130.0	0.0	66.0	348.0	81.0	274.0	15101.0	295.0	222.0	112.0	150.0	0.0	0.0	0.0	4646.0	675.0	360.0	161.0	40.0	458.0	63.0	658.0	134.0	38.0	243.0	340.0	14.0	45.0	0.0	9.0	223.0	11.0	0.0	306.0	356.0	36.0	363.0	91.0	0.0	19806.0	218.0	251.0	0.0	161.0	6.0	285.0	131.0	21.0	173.0	31.0	2403.0	55.0	211.0	0.0	798.0	17.0	46.0	90.0	384.0	0.0	0.0	117.0	227.0	47.0	263.0	108.0	117.0	60.0	643.0	497.0	250.0	239.0	127.0	58.0	142.0	0.0	11.0	0.0	95.0	117.0	218.0	0.0	411.0	13.0	681.0	699.0	1159.0	231.0	281.0	429.0	773.0	0.0	98.0	8.0	10.0	200.0	181.0	569.0	0.0	311.0	142.0	97.0	301.0	11.0	230.0	0.0	88.0	184.0	0.0	0.0	286.0	228.0	9.0	17.0	75.0	99.0	436.0	118.0	442.0	27.0	40.0	100.0	1142.0	107.0	0.0	30.0	324.0	558.0	260.0	24.0	43.0	2.0	0.0	25.0	1144.0	0.0	169.0	150.0	99.0	278.0	6.0	80.0	56.0	16.0	73.0	180.0	105.0	41.0	303.0	156.0	86.0	143.0	59.0	139.0	497.0	53.0	79.0	42.0	375.0	68.0	129.0	12.0	163.0	71.0	175.0	12.0	141.0	1100.0	230.0	50.0	26.0	67.0	18.0	97.0	33.0	515.0	180.0	110.0	100.0	29.0	256.0	13404.0	83.0	129.0	1011.0	160.0	952.0	376.0	64.0	1895.0	2247.0	348.0	58.0	231.0	104.0	131.0	98.0	404.0	0.0	317.0	331.0	13309.0	113.0	264.0	876.0	188.0	298.0	491.0	813.0	185.0	446.0	2072.0	364.0	299.0	64.0	67.0	253.0	25.0	1676.0	0.0	575.0	271.0	259.0	109.0	1045.0	209.0	25.0	443.0	164.0	442.0	710.0	0.0	78.0	373.0	57.0	217.0	126.0	660.0	406.0	360.0	286.0	1092.0	586.0	793.0	628.0	2152.0	97.0	79.0	0.0	163.0	138.0	1557.0	120.0	1006.0	128.0	44.0	285.0	236.0	251.0	142.0	1304.0	259.0	99.0	495.0	1273.0	744.0	51.0	571.0	75.0	108.0	266.0	127.0	123.0	423.0	221.0	488.0	0.0	4300.0	95.0	936.0	80.0	4105.0	146.0	198.0	241.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	22.0	888.0	92.0	0.0	471.0	0.0	0.0	0.0	373.0	70.0	61.0	521.0	0.0	556.0	2102.0	338.0	2.0	316.0	801.0	52.0	40.0	0.0	938.0	121.0	183.0	756.0	619.0	165.0	9.0	120.0	0.0	510.0	716.0	0.0	456.0	0.0	344.0	0.0	256.0	339.0	1957.0	19.0	0.0	0.0	252.0	408.0	0.0	890.0	192.0	1067.0	554.0	0.0	42.0	164.0	0.0	691.0	94.0	645.0	3328.0	0.0	0.0	51.0	146.0	33.0	73.0	1128.0	1002.0	0.0	2141.0	562.0	0.0	621.0	670.0	0.0	11.0	172.0	351.0	850.0	1377.0	1646.0	2.0	30.0	0.0	0.0	1833.0	824.0	90.0	0.0	626.0	765.0	0.0	150.0	12.0	104.0	273.0	0.0	149.0	104.0	1929.0	1109.0	146.0	0.0	99.0	1096.0	745.0	188.0	5.0	444.0	71.0	1107.0	12.0	361.0	0.0	0.0	275.0	0.0	11.0	448.0	125.0	529.0	0.0	0.0	141.0	372.0	631.0	0.0	36.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	138.0	223.0	632.0	300.0	62.0	0.0	453.0	180.0	73.0	107.0	466.0	3.0	116.0	14.0	174.0	282.0	8.0	261.0	718.0	396.0	443.0	102.0	0.0	111.0	654.0	309.0	1271.0	0.0	608.0	244.0	0.0	1930.0	58.0	134.0	220.0	155.0	566.0	808.0	0.0	91.0	107.0	0.0	211.0	6.0	313.0	57.0	20.0	92.0	50.0	559.0	20.0	308.0	0.0	44.0	6.0	2.0	0.0	385.0	362.0	39.0	53.0	55.0	909.0	496.0	858.0	562.0	251.0	0.0	0.0	424.0	145.0	0.0	0.0	145.0	0.0	129.0	108.0	284.0	378.0	701.0	441.0	679.0	0.0	19.0	19.0	0.0	383.0	340.0	71.0	687.0	1678.0	0.0	84.0	0.0	13.0	63.0	60.0	551.0	2197.0	84.0	758.0	0.0	0.0	0.0	0.0	255.0	322.0	1346.0	469.0	2337.0	18.0	20.0	1366.0	643.0	3338.0	827.0	0.0	0.0	14.0	740.0	204.0	1022.0	43.0	0.0	85.0	94.0	36.0	379.0	176.0	10.0	79.0	762.0	0.0	1069.0	269.0	1956.0	1140.0	0.0	442.0	869.0	0.0	503.0	594.0	27.0	160.0	296.0	0.0	514.0	0.0	449.0	244.0	0.0	0.0	545.0	115.0	528.0	613.0	599.0	2.0	43.0	16.0	807.0	147.0	321.0	52.0	531.0	1027.0	2002.0	283.0	11.0	120.0	129.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	408.0	676.0	489.0	132.0	60.0	206.0	148.0	1213.0	174.0	735.0	445.0	47.0	17.0	0.0	141.0	655.0	118.0	148.0	294.0	654.0	0.0	4.0	416.0	305.0	172.0	318.0	294.0	253.0	103.0	0.0	134.0	0.0	382.0	927.0	741.0	227.0	113.0	706.0	0.0	26.0	833.0	2493.0	349.0	0.0	912.0	342.0	0.0	49.0	340.0	135.0	432.0	198.0	0.0	169.0	135.0	0.0	430.0	857.0	265.0	2422.0	361.0	0.0	45.0	537.0	60.0	122.0	474.0	464.0	246.0	9405.0	571.0	179.0	710.0	609.0	409.0	172.0	194.0	349.0	368.0	412.0	765.0	1136.0	25.0	2963.0	0.0	945.0	355.0	45.0	40.0	464.0	443.0	611.0	112.0	160.0	85.0	111.0	0.0	310.0	74.0	808.0	459.0	21.0	8.0	361.0	3411.0	442.0	1127.0	301.0	331.0	742.0	742.0	132.0	851.0	708.0	1651.0	545.0	34.0	66.0	315.0	483.0	471.0	98.0	116.0	446.0	1171.0	739.0	83.0	253.0	605.0	213.0	536.0	152.0	34.0	744.0	305.0	422.0	525.0	482.0	251.0	860.0	37.0	321.0	584.0	364.0	137.0	344.0	502.0	36.0	216.0	439.0	73.0	346.0	1012.0	1057.0	591.0	940.0	596.0	53.0	339.0	513.0	288.0	604.0	2526.0	61.0	231.0	363.0	73.0	516.0	54.0	3853.0	419.0	430.0	1671.0	474.0	34.0	537.0	269.0	2003.0	369.0	171.0	307.0	728.0	168.0	749.0	43.0	427.0	232.0	111.0	1290.0	289.0	2610.0	47.0	195.0	337.0	354.0	103.0	225.0	2711.0	710.0	178.0	480.0	392.0	373.0	2140.0	15.0	936.0	1066.0	73.0	550.0	896.0	135.0	381.0	13.0	5079.0	180.0	238.0	122.0	574.0	177.0	447.0	157.0	72.0	197.0	1113.0	91.0	404.0	786.0	83.0	356.0	1202.0	195.0	839.0	52.0	525.0	1246.0	285.0	253.0	662.0	15.0	54.0	0.0	548.0	80.0	958.0	771.0	950.0	130.0	36.0	625.0	299.0	928.0	360.0	33.0	72.0	96.0	541.0	371.0	338.0	95.0	0.0	207.0	628.0	181.0	434.0	159.0	514.0	41.0	1115.0	1789.0	589.0	1602.0	737.0	686.0	105.0	1639.0	781.0	173.0	238.0	205.0	0.0	181.0	442.0	90.0	983.0	196.0	478.0	124.0	0.0	29.0	3000.0	5745.0	269.0	443.0	583.0	10.0	15.0	196.0	457.0	0.0	294.0	1085.0	284.0	498.0	860.0	2641.0	48.0	525.0	37.0
